corpus_id,title,authors,year,source_title_or_issuer,document_type,doi,url,screening_text,access,access_type,access_url,discovery_systems,document_verification_status,final_inclusion_basis,source_record_id
CWC-E6C6D0F728A1,A New Method of Determining Glass Sponge Reef Adaptive Management Zones for the Hecate Strait and Queen Charlotte Sound Marine Protected Area,Guoqi Han | Jon Chamberlain | Colin Webber | Charles G. Hannah,2022,Journal of Marine Science and Engineering,article,10.3390/jmse10070971,https://doi.org/10.3390/jmse10070971,"The world’s largest living glass sponge reefs, located in the Hecate Strait and Queen Charlotte Sound off British Columbia, are impacted by bottom contact fishing gear. The existing Adaptive Management Zones (AMZs) for the protection of these reefs were determined by considering the potential exposure of glass sponges to suspended sediment due to mobile bottom-contact fishing, but without considering their pumping arrest threshold concentrations. Here, we develop a new method that uses a sediment transport model under horizontally variable near-bottom currents and newly available sponge reef pumping arrest thresholds to determine the size and shape of AMZ for the northern reefs in the Hecate Strait and Queen Charlotte Sound Marine Protected Area. The resulting AMZ is larger than the existing AMZ due to the observation that the largest currents are not always in the direction of the dominant tidal flows, the introduction of the new pumping arrest threshold, and the inclusion of a background sediment concentration. The new AMZ boundary could provide more adequate protection for the glass sponge reefs from the effects of sedimentation induced by mobile, bottom-contact fishing activity. The new method is applicable to other glass sponge reefs in British Columbia waters.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.mdpi.com/2077-1312/10/7/971/pdf?version=1657877514,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00721
CWC-A892DB47932A,Effect of suspended sediments on the pumping rates of three species of glass sponge in situ,Nathan J.R. Grant | Eugueni Matveev | A Kahn | Stephanie K. Archer | Amy E. Dunham | RJ Bannister | Dafne Eerkes‐Medrano | Sally P. Leys,2019,Marine Ecology Progress Series,article,10.3354/meps12939,https://doi.org/10.3354/meps12939,"The largest known glass sponge reefs in Canada are within the Hecate Strait and Queen Charlotte Sound Glass Sponge Reefs Marine Protected Area (HSQCS-MPA) in British Columbia. However, human activities outside the core MPA boundaries, such as trawling, can create plumes of suspended sediments capable of travelling large distances. We studied the response of 3 glass sponge species to changes in suspended sediment concentrations (SSCs) at 170 m depth inside the HSQCS-MPA. Two species reduced excurrent flow rate in response to natural and experimentally induced increases in suspended sediment. Background suspended sediment levels were low and showed little variation (2.71 +/- 0.09 mg l(-1), mean +/- SD). Species varied in the threshold of SSCs that triggered arrests. Sediment concentrations of 2.8-6.4 mg l(-1) caused arrests in Rhabdocalyptus dawsoni, while Heterochone calyx did not arrest until concentrations reached 5-10 mg l(-1), Very small, but prolonged increases of suspended sediments (<1 mg l(-1) for R. dawsoni and 3.2 mg l(-1) for H. calyx) caused arrests of several hours in R. dawsoni and prolonged periods of reduced flow in H. calyx. No arrests were observed in Farrea occa, even after repeated exposures up to 57 mg l(-1). A sediment transport model showed that sediment concentrations can remain high enough to affect sponge behaviour as far as 2.39 km from the source of the plume. The results highlight the importance of understanding the biology of different species for establishment of adequate boundaries in MPAs.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.int-res.com/articles/meps_oa/m615p079.pdf,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00726
CWC-8A7D3E851AE3,Sediment tolerance of two different morphotypes of the deep-sea coral Lophelia pertusa from the Gulf of Mexico,SD Brooke | MW Holmes | CM Young,2009,Marine Ecology Progress Series,article,10.3354/meps08191,https://doi.org/10.3354/meps08191,"On the upper slope of the northern Gulf of Mexico, topographic features are often associated with authigenic carbonate, which provides hard substrate for sessile benthic communities. At depths > 300 m, large Lophelia pertusa colonies frequently occur on these carbonate outcroppings. Surficial sediments at these depths are dominated by fine-grained particulates, which are readily resuspended during the episodic high current events that have been documented for the Gulf of Mexico. Colonies of L. pertusa found in the deep Gulf of Mexico exhibit 2 distinct growth forms: the very heavily calcified 'brachycephala' and the more fragile 'gracilis'. The objective of this research was to determine the tolerance of these 2 morphotypes to suspended sediment and to complete burial, using sediment collected from the study region. Results demonstrated that, although both morphotypes of L. pertusa can tolerate fairly heavy sediment conditions, mortality increases rapidly with longer burial or higher sediment loads.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.int-res.com/articles/meps2009/390/m390p137.pdf,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00758
CWC-57E2880D8624,Effects of sediment pulses on the deep‐sea coral Goniocorella dumosa,Valeria Mobilia | Dianne M. Tracey | Vonda J. Cummings | Malcolm R. Clark | Lisa Woods | James J. Bell,2023,New Zealand Journal of Marine and Freshwater Research,article,10.1080/00288330.2023.2230154,https://doi.org/10.1080/00288330.2023.2230154,"ABSTRACT Seabed‐contact activities operating in the deep sea can generate sediment plumes that pose varying levels of threat to benthic fauna. Corals are important components of deep‐sea ecosystems and can be particularly sensitive to elevated suspended sediment concentrations. In this study, we exposed colony fragments of the New Zealand deep‐sea scleractinian Goniocorella dumosa to four‐day pulses of four target sediment concentrations: 0 mg l −1 (representing control conditions) and 45, 102 and 435 mg l −1 (targeting concentrations expected from mining and trawling disturbance). All coral fragments survived. Oxygen consumption rates were not affected by treatments and time. No visible detrimental effects on coral health were noted after the first pulse of sediment exposure. However, both a loss of coenosarc and instances of polyp mortality were observed on fragments exposed to suspended sediments during the following sediment pulses. This observed decline in coral health over time indicates that G. dumosa could cope with sediment disturbance from human activities that disturb the seafloor for periods of up to four days, but that repeated, or prolonged sediment exposure could cause a deterioration in the health condition of this species. This hypothesis should be further investigated in following studies.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://figshare.com/articles/journal_contribution/Effects_of_sediment_pulses_on_the_deep-sea_coral_i_Goniocorella_dumosa_i_/23811817,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00766
CWC-76D1F696686D,Short-term physiological responses of the New Zealand deep-sea sponge Ecionemia novaezealandiae to elevated concentrations of suspended sediments,Valeria Mobilia | Vonda J. Cummings | Malcolm R. Clark | Dianne M. Tracey | James J. Bell,2021,Journal of Experimental Marine Biology and Ecology,article,10.1016/j.jembe.2021.151579,https://doi.org/10.1016/j.jembe.2021.151579,"Abstract The generation of sediment plumes by human activities, such as bottom fishing and potential deep-sea mining, poses threats to deep-sea benthic fauna. Sponges are important components of deep-sea ecosystems and can be particularly sensitive to elevated suspended sediment concentrations. In this study, we exposed the deep-sea New Zealand sponge Ecionemia novaezealandiae (Dendy, 1924) (Demospongiae: Ancorinidae) to a range of suspended sediment concentrations (SSC) (32, 78 and 475 mg l−1) and control conditions (no added sediment) continuously for two weeks. Survival was high (97%), with only one death (at the highest SSC). Half of the sponges in the 475 mg l−1 treatment showed partial necrosis by the end of the two-week exposure. Respiration rates of sponges in the sediment addition treatments decreased relative to control sponges by 27, 37 and 60%, respectively, after day 1; and by 7, 17, and 27%, respectively, after 14 days of suspended sediment exposure. At the end of the experiment, sectioning of the sponges revealed sediments deep in the tissue of all specimens, including controls, indicating previous incorporation of sediment occurred in their natural environment. Despite the high survival, the decreased respiration rates and partial necrosis with increasing SSC indicated a decline in sponge condition that could affect this species beyond the disturbance period.",NO,NOT_CONFIRMED,,Grey literature | OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00789
CWC-9D88361B731D,"Metabolic responses of the deep-water sponge Geodia barretti to suspended bottom sediment, simulated mine tailings and drill cuttings",Tina Kutti | Raymond J. Bannister | Jan Helge Fosså | Cathinka M. Krogness | Ingrid Tjensvoll | Guldborg Søvik,2015,Journal of Experimental Marine Biology and Ecology,article,10.1016/j.jembe.2015.07.017,https://doi.org/10.1016/j.jembe.2015.07.017,"Northeast Atlantic sponge beds are recognized as local hotspots for biodiversity and nutrient cycling. Despite their important functional role little is known about their sensitivity to effluents from the expanding hydrocarbon-, mining- and bottom trawling industry. Here, data on physiological and biological responses of the common demosponge Geodia barretti to short (4 h) and long-term (50 day) cyclic exposure of suspended particles are presented. The laboratory study showed that 4 hour pulse exposures with crushed rock particles at 500 mg l(-1) caused a 50% drop in oxygen consumption but with a quick recovery to pre-exposure oxygen consumption once suspended sediment loads returned to background levels. Long-term cyclic exposure (12 h each 24 h) for 29 days caused a permanent drop in oxygen consumption with 60% in sponges exposed to 50 mg l(-1) of crushed rock but with no apparent effect on the energy content of the sponge. Oxygen consumption and energy content of sponges exposed to natural bottom sediments at the same concentration remained unchanged. In conclusion, G. barretti appears to have well developed mechanisms to resist sediment stress, however, the study demonstrated that operations releasing large amounts of suspended crushed rock such as exploration drilling and submarine tailings disposal near sponge beds should be carefully planned to avoid long-term losses of benthic ecosystem functions, such as organic matter re-mineralization. (C) 2015 Elsevier B.V. All rights reserved.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00849
CWC-68E92EED76A2,"The occurrence of the cold-water coral Lophelia pertusa (Scleractinia) on oil and gas platforms in the North Sea: Colony growth, recruitment and environmental controls on distribution",Susan E. Gass | J. Murray Roberts,2005,Marine Pollution Bulletin,article,10.1016/j.marpolbul.2005.10.002,https://doi.org/10.1016/j.marpolbul.2005.10.002,"This study reports a newly established sub-population of Lophelia pertusa, the dominant reef-framework forming coral species in the north-east Atlantic, on oil and gas platforms in the northern North Sea. L. pertusa was positively identified on 13 of 14 platforms examined using existing oil and gas industry visual inspections. Two platforms were inspected in more detail to examine depth and colony size distributions. We recorded 947 colonies occurring between 59 and 132 in depth that coincides with cold Atlantic water at depths below the summer thermocline in the northern North Sea. We suggest that these colonies provide evidence for a planktonic larval stage of L. pertusa with recruits initially originating from populations in the north-east Atlantic and now self recruiting to the platforms. Size class distribution showed a continuous range of size classes, but with few outlying large colonies. The break between the largest colonies and the rest of the population is considered as the point when colonies began self recruiting to the platforms, resulting in greater colonization success. We present the first documented in situ colony growth rate estimate (26 +/- 5 mm yr(-1)) for L. pertusa based on 15 colonies from the Tern Alpha platform with evidence for yearly recruitment events starting the year the platform was installed. Evidence of contamination from drill muds and cuttings was observed on the Heather platform but appeared limited to regions close to drilling discharge points, where colonies experience partial as well as whole colony mortality. (c) 2005 Elsevier Ltd. All rights reserved.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00871
CWC-97AB95DDFDBD,Ecophysiological and behavioural response of juveniles of the Chilean cold-water coral Caryophyllia (Caryophyllia) huinayensis to increasing sediment loads,Melanie Fähse | Covadonga Orejas | Jürgen Titschack | Günter Försterra | Claudio Richter | Jürgen Laudien,2023,Scientific Reports,article,10.1038/s41598-023-47116-6,https://doi.org/10.1038/s41598-023-47116-6,"Chilean Patagonia is a hotspot of biodiversity, harbouring cold-water corals (CWCs) that populate steep walls and overhangs of fjords and channels. Through anthropogenic activities such as deforestation, roadworks, aquafarming and increased landslide frequency, sediment input increases in the fjord region. While the absence of CWCs on moderately steep slopes has been suggested to reflect high vulnerability to sedimentation, experimental evidence has been lacking. Here, we investigated the sensitivity of CWCs to sediment stress, using juvenile Caryophyllia (Caryophyllia) huinayensis as a model. A 12-week aquarium experiment was conducted with three sediment loads: the average natural sediment concentration in Comau Fjord, 100- and 1000-fold higher sediment levels, expected from gravel road use and coastal erosion. Changes in coral mass and calyx dimensions, polyp expansion, tissue retraction and respiration were measured. For CWCs exposed to two and three order of magnitude higher sediment concentrations, 32% and 80% of the animals experienced a decrease in tissue cover, respectively, along with a decrease in respiration rate of 34% and 66%. Under the highest concentration corals showed reduced polyp expansion and a significantly reduced growth of similar to 95% compared to corals at natural concentration. The results show that C.huinayensis is affected by high sediment loads. As human activities that increase sedimentation steadily intensify, coastal planners need to consider detrimental effects on CWCs.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://pmc.ncbi.nlm.nih.gov/articles/PMC10700329,Grey literature | OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-00921
CWC-BEEEEFF3A865,"What do glass sponges do when no one is looking? Vazella pourtalesii: Responses to sediment deposition, passive locomotion, and contracting behavior",Jordi Grinyó | Jacopo Aguzzi | Luciano Ortenzi | Ellen Kenchington | Simona Violino | Ulrike Hanz | Andreu Santín | Tim W. Nattkemper | Furu Mienis,2024,Deep Sea Research Part I Oceanographic Research Papers,article,10.1016/j.dsr.2024.104388,https://doi.org/10.1016/j.dsr.2024.104388,"Behavioral response of deep-sea sponges can provide crucial insights into the mechanisms shaping energy fluxes and ecosystem functioning. Although some advances have been made, the behavior of deep-sea Hexactinellid still remain widely unknown. In the present study we address the glass sponge Vazella pourtalesii behavior. High- temporal resolution imaging and environmental data were acquired with an autonomous lander deployed in the Sambro Bank Sponge Conservation Area (Scotian Shelf) at a depth of 150 m, representing the upper limit of this deep-sea species' ' distribution and what is commonly regarded as the deep sea. For 94 days, a V. pourtalesii individual was monitored, providing quantitative information on its response to sediment deposition triggered by a storm, as well as on its passive locomotion and contractive behavior. Sediment was cleared from its surface within 72 h, which is highly relevant for its filtering capacity, indicating that this sponge species can cope with high suspended sediment concentrations. This enables it to occur on sedimentary environments like the Scotian Shelf. As observed in other deep-sea hexactinellids, the monitored individual engaged in rhythmic contractions, which appear to be driven by physiological process/es rather than environmental factors. During the study period, strong bottom currents (>37 cm/s) toppled and displaced the monitored individual several times. Despite changes in position and orientation that can negatively impact the filtering capacity of sponges, no signs of deterioration were observed. V. pourtalesii's s vase-like body morphology and attachment to cobbles, as a gravitational center, may allow it to have a more homogeneous interaction with currents which may permit them to better cope with positional changes. Overall, this study highlights that deepsea Porifera display a wide array of phenological changes in response to both biotic and abiotic factors.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,http://dx.doi.org/10.1016/j.dsr.2024.104388,Grey literature | OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01174
CWC-211BD982E48B,"The influence of near-bed hydrodynamic conditions on cold-water corals in the Viosca Knoll area, Gulf of Mexico",Furu Mienis | Gerard Duineveld | Andrew J. Davies | Steve W. Ross | Harvey Seim | John M. Bane | Tjeerd C.E. van Weering,2011,Deep Sea Research Part I Oceanographic Research Papers,article,10.1016/j.dsr.2011.10.007,https://doi.org/10.1016/j.dsr.2011.10.007,"Near-bed hydrodynamic conditions were recorded for almost one year in the Viosca Knoll area (lease block 826), one of the most well-developed cold-water coral habitats in the Gulf of Mexico. Here, a reef-like cold-water coral ecosystem, dominated by the coral Lophelia pertusa, resembles coral habitats found off the southeastern US coast and the North East Atlantic. Two landers were deployed in the vicinity and outside of the coral habitat and measured multiple near-bed parameters, including temperature, salinity, current speed and direction and optical and acoustic backscatter. Additionally, the lander deployed closest to the coral area was equipped with a sediment trap that collected settling particles over the period of deployment at 27 day intervals. Long-term monitoring showed, that in general, environmental parameters, such as temperature (6.5-11.6 degrees C), salinity (34.95-35.4) and current speed (average 8 cm s(-1), peak current speed up to 38 cm s(-1)) largely resembled conditions previously recorded within North East Atlantic coral habitats. Major differences between site VK 826 and coral areas in the NE Atlantic were the much higher particle load, and the origin of the particulate matter. Several significant events occurred during the deployment period beginning with an increase in current speed followed by a gradual increase in temperature and salinity, followed by a rapid decrease in temperature and salinity. Simultaneously with the decrease in temperature and salinity, the direction of the current changed from west to east and cold and less turbid water was transported upslope. The most prominent event occurred in July, when a westward flow lasted over 21 days. These events are consistent with bottom boundary layer dynamics influenced by friction (bottom Ekman layer). The Mississippi River discharges large quantities of sediment and dominates sedimentation regimes in the area. Furthermore, the Mississippi River disperses large amounts of terrestrial organic matter and nutrients, resulting in increased primary productivity, whereby marine organic matter is produced that will sink to the seafloor and can serve as food for the cold-water corals and associated species. As a result mass fluxes from the sediment trap were higher (1120-4479 mg m(-2) day(-1)) than those observed in the North East Atlantic and were highest during periods of westward-flow, which corresponded to warm turbid water. During eastward-flow, colder and less turbid water was pushed upslope, resulting in lower mass fluxes. Trap samples had a low CaCO3, high organic carbon content and high C/N ratios, suggesting a fluvial origin. The high sediment load in the water column can be a limiting factor for coral growth, especially since the corals can be smothered with sediment. However, eastward-flows provided periods of relatively clearer water that can remove sediment from the coral area and allow corals to expel sediment from their polyps. Around Viosca Knoll food supply comes from two possible sources. During April and June several fluorescence peaks were observed near the seabed, showing the arrival of phytodetritus in the area. Furthermore, a consistent diel vertical migration of zooplankton was observed that might provide an additional food source. (C) 2011 Elsevier Ltd. All rights reserved.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01187
CWC-18DA3B469F99,Potential impacts of deep-sea trawling on the benthic ecosystem along the Northern European continental margin: a review,John Gage | J. Murray Roberts | J. P. Hartley | J.D. Humphery,2005,BENTHIC HABITATS AND THE EFFECTS OF FISHING,review,,https://openalex.org/W2615274988,"Little is known of the sensitivities of deep seabed communities to anthropogenic disturbance. We collate and summarize the sparse data related to effects on the seabed of deep-sea trawling and provide a new analysis of potential impacts on the benthic community in this still largely pristine environment. We concentrate particularly on the northern European continental margin. Here, the upper continental slope is now being impacted by new demersal fisheries using aggressive trawling techniques. Direct effects are caused largely by the physical impact of the trawl, where emergent sessile epifauna, such as corals and massive sponges, are particularly vulnerable to damage. Damage to coldwater coral reefs in the northeastern Atlantic is irrecoverable at ecological time scales. Large. semi-buried glacial drop stones are uprooted in heavily trawled areas, impacting their rich covering of sessile epifauna. Seabed photographs suggest that trawl scour marks on soft sediment are widespread and persist longer than those in shallow sediments because of low rates of natural sedimentation. Loss of biogenic habitat complexity in the sediment and destruction or disruption of microhabitat provided by sessile epifaunal organisms caused by dragging trawls over infaunal communities disrupts sediment habitat structure. The scale of such physical impact, including possible smothering effects caused by sediment resuspended by the trawl, is unknown. Physical damage to sediment-rooted sessile epifauna, such as glass sponges, is inferred from seabed photographs, while removal of large motile epibenthic predators may alter community structure and ecosystem processes. Indirect effects on the deep seabed sediment community probably conform to disturbance effects seen in coastal benthos. High species diversity, rich in rare species, make it vulnerable to local-scale species loss. Effects of discards arriving as food falls to the bed are unknown and may cause a shift in the balance of ecological function through expansion of natural scavenger populations. We offer a unifying hypothesis from a deep-sea perspective. Coastal seas currently reflect stages in seabed community modification that predate rigorous scientific studies. Therefore, substantial habitat alteration and change in ecosystem function caused by loss of the most vulnerable, mainly sessile epibenthic species, probably occurred a long time ago. Deep-seabed areas off Europe are now starting to experience this early, probably most visible, stage from a previously pristine state.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01195
CWC-EF36FAEBFC86,"Sponge reefs in the Queen Charlotte Basin, Canada: controls on distribution, growth and development",Kim W. Conway | Manfred Krautter | J V Barrie | Frank Whitney | Richard E. Thomson | Henry M. Reiswig | Helmut Lehnert | G. Mungov | Miriam Bertram,2005,Cold-Water Corals and Ecosystems,book-chapter,10.1007/3-540-27673-4_29,https://doi.org/10.1007/3-540-27673-4_29,"Sponge reefs in the Queen Charlotte Basin exist at 165-240 m depth within tidally influenced shelf troughs subject to near bottom current velocities of 25-50 cm s(-1) where nutrient supply from coastal runoff is augmented by wind-induced upwelling of nutrient rich water from the adjacent continental slope. Large reef mounds to 21 m in elevation affect tidally driven bottom currents by deflecting water flows through extensive reef complexes that are up to 300 km(2) in area. Three hexactinellid species construct reefs by building a siliceous skeletal framework through several frame-building processes. These sponge reefs exist in waters with 90 to 150 mu M dissolved oxygen, a temperature range of 5.9 to 7.3 degrees C and salinity of 33.2 to 33.9 parts per thousand. Relatively high nutrient levels occur at the reef sites, including silica, which in bottom waters are typically > 40 mu M and may be up to 80 mu M. A high dissolved silica level is potentially an important control on occurrence of these and other dense siliceous sponge populations. The sponge reefs are mainly confined to seafloor areas where exposed iceberg plough marks are common. Sediment accumulation rates are negligible on the relict, glacial surface where the reefs grow, and trapping of flocculated suspended particulate matter by hexactinosidan or framework skeleton hexactinellid sponges accounts for a large proportion of the reef matrix. Suspended sediment concentration is reduced within the nepheloid layer over reef sites suggesting efficient particle trapping by the sponges. The reef matrix sediments are enriched in organic carbon, nitrogen and carbonate, relative to surrounding and underlying sediments. The sponges baffle and trap suspended sediments from water masses, which in one trough have a residence time of approximately 6 days, ensuring a close association of the sponges with the bottom waters. The location of the reef complexes at the heads of canyons provide a means of regionally funnelling particulate material that sponges can trap to enrich their environment with organic carbon and biogenic silica. Like deep-sea coral reefs, the sponge reefs are a remote and poorly known ecosystem that can present logistical challenges and survey costs. Also like deep-sea coral reefs, many of the hexactinosidan sponge reefs have been damaged or destroyed by the groundfish trawl fishery.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01257
CWC-11E5AC155AAB,The Magellan mound province in the Porcupine Basin,Veerle A.I. Huvenne | W. R. Bailey | Patrick M. Shannon | J. Naeth | Rolando di Primio | J.-P. Henriet | Brian Horsfield | H. de Haas | A. Wheeler | Karine Olu,2005,International Journal of Earth Sciences,article,10.1007/s00531-005-0494-z,https://doi.org/10.1007/s00531-005-0494-z,"The Magellan mound province is one of the three known provinces of carbonate mounds or cold-water coral banks in the Porcupine Seabight, west of Ireland. It has been studied in detail using a large and varied data set: 2D and 3D seismic data, sidescan sonar imagery and video data collected during ROV deployment have been used to describe the mounds in terms of origin, growth processes and burial. The aim of this paper is to present the Magellan mounds and their setting in an integrated, holistic way. More than 1,000 densely spaced and mainly buried mounds have been identified in the area. They all seem to be rooted on one seismic reflection, suggesting a sudden mound start-up. Their size and spatial distribution characteristics are presented, together with the present-day appearance of the few mounds that reach the seabed. The underlying geology has been studied by means of fault analysis and numerical basin modelling in an attempt to identify possible hydrocarbon migration pathways below or in the surroundings of the Magellan mounds. Although conclusive evidence concerning the processes of mound initiation proves to be elusive, the results of both fault analysis and 2D numerical modelling failed to identify, with confidence, any direct pathways for focused hydrocarbon flow to the Magellan province. Diffuse seepage however may have taken place, as drainage area modelling suggests a possible link between mound position and structural features in the Hovland-Magellan area. During mound development and growth, the interplay of currents and sedimentation seems to have been the most important control. Mounds which could not keep pace with the sedimentation rates were buried, and on the few mounds which maintained growth, only a few corals survive at present.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://archimer.ifremer.fr/doc/2007/publication-2312.pdf,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01703
CWC-3E49252B4405,Cold-water coral banks and submarine landslides: a review,Ben De Mol | Veerle A.I. Huvenne | Miquel Canals,2008,International Journal of Earth Sciences,article,10.1007/s00531-008-0372-6,https://doi.org/10.1007/s00531-008-0372-6,"This paper aims to review the relation between cold-water coral bank development and submarine landslides. Both are common features on continental margins, but so far it has not been reviewed which effect-if at all-they may have upon each other. Indirect and direct relations between coral banks and landslides are evaluated here, based on four case studies: the Magellan Mound Province in the Porcupine Seabight, where fossil coral banks appear partly on top of a buried slide deposit; the Sula Ridge Reef Complex and the Storegga landslide both off mid-Norway; and the Mauritania coral bank province, associated with the Mauritanian Slide Complex. For each of these locations, positive and negative relationships between both features are discussed, based on available datasets. Locally submarine landslides might directly favour coral bank development by creating substratum where corals can settle on, enhancing turbulence due to abrupt seabed morphological variations and, in some cases, causing fluid seepage. In turn, some of these processes may contribute to increased food availability and lower sedimentation rates. Landslides can also affect coral bank development by direct erosion of the coral banks, and by the instantaneous increase of turbidity, which may smother the corals. On the other hand, coral banks might have a stabilising function and delay or stop the headwall retrogradation of submarine landslides. Although local relationships can be deduced from these case studies, no general and direct relationship exists between submarine landslides and cold-water coral banks.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01849
CWC-5AA3C1A61D7F,"Reproductive Seasonality of the Antarctic Sea Pen Malacobelemnon daytoni (Octocorallia, Pennatulacea, Kophobelemnidae)",Natalia Servetto | Ricardo Sahade,2016,PLoS ONE,article,10.1371/journal.pone.0163152,https://doi.org/10.1371/journal.pone.0163152,"The pennatulid Malacobelemnon daytoni is one of the dominant species in Potter Cove, Antarctica. Its abundance and range of distribution have increased in recent years probably related to climate change mediated alterations of environmental factors. This work is the second part of a study dealing on the reproductive ecology of Malacobelemnon daytoni, and aims to assess its reproductive seasonality over a two-year period. Sampling was carried out every month during 2009-2010 and samples were examined by histological analysis. Gametogenesis exhibited a seasonal pattern evidenced by the maturity stage index (MSI) and the number of mature oocytes and cysts throughout the year. Immature oocytes and spermatocytes were present year-round, but maturation was seasonal and it seems that more than one spawning per year was possible. These spawnings could be more linked with suspended particulate matter (SPM) (probably available via resuspension events) than with primary production pulses. This idea reinforces the hypothesis that winter time is not so stressful, in energy terms, in Potter Cove, which seems to depend on energy sources other than local phytoplankton production. There was not a strong inter-annual variability between the reproductive characteristics analyzed in 2009 and 2010; the only variable different was the size of oocytes (higher in 2009), suggesting different energy availability in each year, related with a higher concentration of SPM in 2009 (although it was not significant). Malacobelemnon daytoni could be the first reported Antarctic suspension feeder species that presents a reproductive cycle with more than a spawning event per year. This strategy would help to explain the success of this species in the Potter Cove ecosystem and in high ice-impacted areas.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0163152&type=printable,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01882
CWC-FCEF2BEBFA85,Vulnerability of six cold-water corals to sediment resuspension from bottom trawling fishing,Meri Bilan | Andrea Gori | Jordi Grinyó | Marina Biel‐Cabanelas | Xènia Puigcerver-Segarra | Andreu Santín | Stefano Piraino | Sérgio Rossi | Pere Puig,2023,Marine Pollution Bulletin,article,10.1016/j.marpolbul.2023.115423,https://doi.org/10.1016/j.marpolbul.2023.115423,"Bottom trawling can significantly affect benthic communities, directly through immediate removal of sessile organisms and indirectly through sediment resuspension. Submarine canyons, often surrounded by fishing grounds, are important habitats for cold-water corals (CWC). Vulnerability of CWCs to increased suspended sediment concentration (SSC) is key to understanding the severity of bottom trawling effects on those communities. Here we show survival, growth, and physiological response of six CWCs from a Mediterranean submarine canyon (Dendrophyllia cornigera, Desmophyllum dianthus, Desmophyllum pertusum, Madrepora oculata, Leiopathes glaberrima and Muriceides lepida), exposed to a long-term, aquarium-based sedimentary disturbance experiment. Compared to cup coral and octocoral, which did not exhibit symptoms of distress, our data indicate that colonial scleractinian corals and black coral, which experienced substantial polyp mortality in enhanced SSC treatments, are more vulnerable. Indirect impact of bottom trawling could thus contribute to structural simplification of CWC communities posing an additional stressor alongside with global climate change.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://doi.org/10.1016/j.marpolbul.2023.115423,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-01885
