corpus_id,title,authors,year,source_title_or_issuer,document_type,doi,url,screening_text,access,access_type,access_url,discovery_systems,document_verification_status,final_inclusion_basis,source_record_id
CWC-6D4E13859C62,Factors affecting the distribution of ahermatypic corals on the Mediterranean seafloor: a probabilistic study,R. Sartori,1980,Deep Sea Research Part A Oceanographic Research Papers,article,10.1016/0198-0149(80)90079-5,https://doi.org/10.1016/0198-0149(80)90079-5,"Over 300 dredge samples from the Mediterranean Sea were examined from a probabilistic viewpont for the presence of ahermatypic corals. The frequency of finding the organisms decreases with increasing depth, indicating either that the density of coral specimens decreases or that colonizable substrates become scarcer upon going deeper, and the frequency depends on the type of substrate. Particulate seafloors are more poorly colonized than rocky ones. The former have practically no corals below 400 m depth, while the latter may be colonized with the same intensity regardless of the depth. The settlement of Mediterranean deep-sea corals is favored by the absence of sedimented fine materials; this factor is controlled by the physiography and hydrodynamic energy of the environment.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-02373
CWC-908DE8E1A7FD,"Barite and barium in sediments and coral skeletons around the hydrocarbon exploration drilling site in the Træna Deep, Norwegian Sea",Aivo Lepland | Pål Buhl‐Mortensen,2007,Environmental Geology,article,10.1007/s00254-007-1145-4,https://doi.org/10.1007/s00254-007-1145-4,"Barite and barium concentrations in bottom sediments and coral skeletons from the vicinity of the hydrocarbon exploration well drilled in 1992-1993 in the Traena Deep, Norwegian Sea have been studied to assess the spreading of the drilling mud and related ecological effects on Lophelia petrusa coral reefs. Sand size barite crystals derived from the drilling mud and elevated Ba concentrations in surface (0-2 cm) sediments were found up to 4 km from the exploration drilling site. Pb-210-dating results on sediment cores indicate that Ba-rich surface intervals (0-2 cm) record ca. 20 years of sedimentation history, and connect Ba enrichment with exploration drilling. The geographic distribution of Ba contents in sediments allowed the reconstruction of the drilling mud dispersal pattern showing transport eastward from the drilling site, consistent with the prevailing current directions. The presence of relatively coarse-grained sediments and barite crystals trapped in coral polyps, ca. 500 m down current from the drilling site, reflects the elevated turbulence and sediment supply during the drilling activity. This elevated sediment dispersion likely placed a stress upon the coral reefs, but due to strong currents that effectively dilute episodic drilling waste and sediment discharges, the damage does not appear significant.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-02389
CWC-0D39211C7AE3,RECOLONIZATION OF DEEP-WATER HARD-SUBSTRATE COMMUNITIES - POTENTIAL IMPACTS FROM OIL AND GAS DEVELOPMENT,"LISSNER, AL | TAGHON, GL | DIENER, DR | SCHROETER, SC | DIXON, JD",1991,ECOLOGICAL APPLICATIONS,JOUR,10.2307/1941755,https://doi.org/10.2307/1941755,"Many regions of the California, USA, outer continental shelf are subject to ongoing and planned oil and gas development, but there is very limited information on the recolonization and recovery of deep-water (e.g., 60-300 m) hard-substrate communities that may be affected by these activities. The purpose of this study was to summarize existing information on these communities, thereby aiding regulatory agencies and the scientific community in assessing potential impacts, and to determine whether additional studies may be necessary. Impacts from anchoring and increased sedimentation (e.g., from discharges of drilling muds and cuttings) are particularly likely. Sedimentation effects can be natural or human-induced, but habitat disruption from anchoring has few natural parallels. Disturbances from anchoring and sedimentation generally produce Type 1 and Type 2 patches (sensu Sousa 1985, Connell and Keough 1985), respectively. Recolonization and recovery of these patches in deep-water environments are expected to vary in accordance with current models of succession (i.e., inhibition, facilitation, and tolerance). However, inhibition responses likely will predominate in Type 1 patches, particularly high-relief (e.g., > 1 m) areas, where regrowth from the margins often is possible from sheet-like or mound-like forms such as those represented by many sponge taxa. In contrast, recovery of Type 2 patches, particularly low-relief (e.g., < 1 m) areas, also may be influenced primarily by inhibition responses, but the relative lack of nearby colonizers suggests greater numbers of species interactions in accordance with facilitation and tolerance models. This is due to the greater stochastic component associated with recolonization by long-range larval dispersers. Recovery is expected to require a few to several years to accomplish for these deep-water hard-substrate communities. This is based on estimated times for recovery of slow-growing, generally long-lived taxa, such as some vase sponges and anemones characteristic of many high-relief areas, and the uncertainties of long-range recruitment coupled with variable sediment movement in many low-relief areas.",NO,NOT_CONFIRMED,,Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-02398
CWC-D670110C23A8,A Time Series Study of Lophelia pertusa and Reef Megafauna Responses to Drill Cuttings Exposure on the Norwegian Margin,Autun Purser,2015,PLoS ONE,article,10.1371/journal.pone.0134076,https://doi.org/10.1371/journal.pone.0134076,"As hotspots of local biodiversity in the deep sea, preservation of cold-water coral reef communities is of great importance. In European waters the most extensive reefs are found at depths of 300 - 500 m on the continental margin. In Norwegian waters many of these reefs are located in areas of interest for oil and gas exploration and production. In this study drilling was carried out in the Morvin drill field in proximity to a number of small Lophelia pertusa coral reefs (closest reefs 100 m upstream and 350 m downstream of point of waste drill material release). In a novel monitoring study, ROV video surveys of 9 reefs were conducted prior, during, immediately after and > 1 year after drilling operations. Behavior of coral polyps inhabiting reefs exposed to differing concentrations of drill cuttings and drilling fluids (waste drilling material) were compared. Levels of expected exposure to these waste materials were determined for each reef by modelling drill cutting transport following release, using accurate in-situ hydrodynamic data collected during the drilling period and drill cutting discharge data as parameters of a dispersal model. The presence / absence of associate reef species (Acesta excavata, Paragorgia arborea and Primnoa resedaeformis) were also determined from each survey video. There were no significant differences in Lophelia pertusa polyp behavior in corals modelled to have been exposed to pulses of > 25 ppm drill cutting material and those modelled to be exposed to negligible concentrations of material. From the video data collected, there were no observed degradations of reef structure over time, nor reductions of associate fauna abundance, regardless of modelled exposure concentration at any of the surveyed reefs. This study focused exclusively on adult fauna, and did not assess the potential hazard posed by waste drilling material to coral or other larvae. Video data was collected by various ROV's, using different camera and lighting setups throughout the survey campaign, making comparison of observations prior, during and post drilling problematic. A standardization of video monitoring in future monitoring campaigns is recommended.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0134076&type=printable,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-02401
CWC-28BEEE0E5914,Effects of water flow and drilling waste exposure on polyp behaviour in Lophelia pertusa,Pål Buhl‐Mortensen | Eirik Tenningen | Anne Britt Skar Tysseland,2015,Marine Biology Research,article,10.1080/17451000.2014.993651,https://doi.org/10.1080/17451000.2014.993651,"Polyp expansion state in Lophelia pertusa was studied in situ close to an oil rig during the drilling of a well (Statoil) off mid-Norway, in order to study possible effects on behaviour. The expansion state was monitored visually during the discharge of drill cuttings at one reef exposed to discharges and one not exposed. The reef situated down-current from the discharge point was monitored during 5 days and 15 h with a benthic lander equipped with a stills camera and current meter. This reef was exposed to drill cuttings 11 times during the monitoring. The total exposure time was 13 h 37 min. A remotely operated vehicle was used to provide additional images from both reefs for comparison. The proportion of polyps in different expansion states did not differ significantly between exposed corals and unexposed corals. Rather, changes in polyp behaviour were related to changes in current direction and velocity. A higher proportion of the polyps was expanded during periods with prevailing northeasterly currents compared to northwesterly. This could be related to quantity and type of food particles or the polyps' local position in the colony relative to current direction. There was also a clear difference in the degree of polyp expansion between polyps situated high up in the colony compared to low. This may be related to local environmental differences representing different hydrodynamic conditions. Whether or not there are effects of exposure to drill cuttings over a longer timescale than the observed 5 days and 15 h cannot be concluded from this study.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-02402
CWC-B8875818DF77,"Fish farm effluents cause metabolic depression, reducing energy stores and growth in the reef-forming coral Lophelia pertusa","Kutti, T | Legrand, E | Husa, V | Olsen, SA | Gjelsvik, O | Carvajalino-Fernandez, M | Johnsen, IA",2022,AQUACULTURE ENVIRONMENT INTERACTIONS,JOUR,10.3354/aei00442,https://doi.org/10.3354/aei00442,"Cold-water corals (CWCs) have come under increasing pressure from human activities over the last decades. Of particular concern in Norway is the potential impact of open net pen aquaculture on CWC reefs formed by Lophelia pertusa, a threatened and declining habitat. We conducted a 1 yr in situ transplantation experiment and corresponding field measurements of 2 reefs located close to fish farms to elucidate the impacts of particulate organic waste released from the farms on coral colonies. Our study provided new evidence of negative impacts of organic effluents on L. pertusa ecophysiology. After 1 yr, both naturally occurring and transplanted corals, at distances ranging from 250 m to 1 km downstream of what would be regarded as an average-sized Norwegian fish farm, exhibited depressed metabolic rates compared to corals outside the main depositional footprint of the farms. The metabolic depression impeded energy acquisition, reducing growth and energy reserves by up to 70 and 50%, respectively. No clear threshold for significant biological impact could be detected along a distance gradient. Instead, a gradual decrease in metabolic rates, growth and lipid reserves occurred with increasing modelled sedimentation rate of organic waste from the farm. The strong statistical correlation between oxygen consumption, growth, energy stores and sedimentation rates implies that predictions of the short-term impact of aquaculture effluents on L. pertusa ecophysiology and CWC reef development may be achievable in the future. This would significantly improve the ability of management to make informed decisions on the licensing of new farms near CWC reefs.",NO,NOT_CONFIRMED,,Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-02415
CWC-76DBA2881C9F,Eco-physiological responses of cold-water soft corals to anthropogenic sedimentation and particle shape,Stephanie Liefmann | Johanna Järnegren | Geir Johnsen | Fiona Murray,2018,Journal of Experimental Marine Biology and Ecology,article,10.1016/j.jembe.2018.02.009,https://doi.org/10.1016/j.jembe.2018.02.009,"Anthropogenic disturbances in the marine environment, such as excessive sedimentation produced by mine tailing deposition, can affect the physiology and behavior of benthic fauna. Mine tailing particles are sharper than natural occurring sediments and could therefore cause more harmful effects. Cold-water coral ecosystems are among the habitats in danger of being affected by dumping of mine tailings. Cold-water corals have very slow growth rates but the habitats they provide support high levels of species richness and functional diversity. Two soft corals, cauliflower coral (Duva florida) and red tree coral (Primnoa resedaeformis), were chosen as model organisms to study the effects of excessive mine tailing sedimentation and the effect of particle shape in a three-month long experiment. The corals were exposed to a concentration of 8 mg l(-1) of two types of sediment, rough edged mine tailings (MT) and smooth edged spherical glass beads (GB). Glass beads were mimicking natural, smooth sediment, and both sediment types had a particle size distribution of 0-63 mu m. Sedimentation effects were investigated using C-13/C-12 isotope ratio to assess food intake, time-lapse images to determine the effects on tissue and behavior, and histological samples to identify and quantify particles inside the polyps. When exposed to MT, food intake decreased significantly in D. florida and increased significantly in P. resedaeformis. Duva florida exhibited a behavioral response under MT treatment, being contracted for prolonged periods. Primnoa resedaeformis lost a significant proportion of polyps under both treatments. Histology showed mine tailing particles of sizes < 10 mu m embedded in the tissue of both species. The results suggest that sharp particles are more harmful than smooth edged particles to both species, in the size range studied. This should be considered when assessing the impacts of anthropogenic activities that increase sedimentation in benthic habitats.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.research.ed.ac.uk/en/publications/868d8144-5e3c-450f-8b6c-2eb0be9df80d,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-02418
CWC-2ABD7D958E3C,The red coral populations of the gulfs of Naples and Salerno: human impact and deep mass mortalities,Giorgio Bavestrello | Marzia Bo | Simonepietro Canese | Roberto Sandulli | Riccardo Cattaneo‐Vietti,2014,The European Zoological Journal,article,10.1080/11250003.2014.950349,https://doi.org/10.1080/11250003.2014.950349,"The existence of deep red coral (Corallium rubrum) banks in the gulfs of Naples and Salerno (South Tyrrhenian Sea, Mediterranean Sea) is well known in historical records due to the heavy coral harvesting that occurred during the 19th and 20th centuries, by both trawling gears and scuba diving. In 2010 and 2012, during two Remotely Operated Vehicle (ROV) surveys on board of the Research Vessel (R/V) Astrea, red coral banks were detected in 16 of the 25 visited localities, between 45 and 150 m depth. Seven of these banks, located in the inner part of the Gulf of Naples, were already explored in 1918 by a scientific survey reporting the occurrence of red coral. Healthy populations (densities > 90 colonies m−2) were present only around the coasts of the Phlegrean Islands (Ischia and Procida Islands). Very low densities (< 5 colonies m−2) or the absence of coral were recorded in all other sites of the Gulf of Naples (including all historical re-visited banks), and a variable percentage of dead colonies was observed. This evidence suggests a huge state of stress likely favoured by the hydrodynamic conditions in the Gulf, enhancing water pollution and sedimentation rate. Finally, the documented high fishing pressure plays a major role in the hard-bottom communities’ degradation. A recent mass mortality episode was also recorded along the Amalfi coast, around Li Galli Islands (Gulf of Salerno), at a depth range between 80 and 100 m, where the mortality affected 80% of the largest colonies, estimated to be around 70 years old. Several possible reasons for this mortality have been hypothesised, such as the formation of local down-welling currents inducing an unusual drop of the thermocline, or sudden warm water emissions (sulphur springs) in an area characterised by important volcanic activities, or local landslides generating turbidity currents along the steep slopes.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.tandfonline.com/doi/epdf/10.1080/11250003.2014.950349?needAccess=true&role=button,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03058
CWC-D966A89B2B12,"Hydrodynamic controls on cold-water coral growth and carbonate-mound development at the SW and SE Rockall Trough Margin, NE Atlantic Ocean",Furu Mienis | Henko de Stigter | Martin White | Gerard Duineveld | H. de Haas | Tj.C.E. van Weering,2007,Deep Sea Research Part I Oceanographic Research Papers,article,10.1016/j.dsr.2007.05.013,https://doi.org/10.1016/j.dsr.2007.05.013,"Long-term (<= 1 -year) records obtained by seabed observatories (BOBO) and repeated (24-h) CTD casts show the presence of a highly energetic environment in and around two cold-water carbonate-mound provinces, on the Southwest and Southeast Rockall Trough (SW and SE RT) margin. Carbonate mounds, covered with a thriving coral cover, are embedded mainly in the Eastern North Atlantic Water (ENAW) and are observed in a confined bathymetric zone between 600 and 1000 m water depth. Cold-water corals seem to be restricted in their growth by temperature and food availability. The presence of living corals on top of the carbonate mounds appears linked to the presence of internal waves and tidal currents in the water column, and consequently carbonate mound structures are shaped by the local hydrodynamic regime. Mound clusters have an elongated shape perpendicular to the regional contours and corresponding to the direction of the highest current speeds. On the SW RT margin temperature, salinity and current speed reflect a diurnal tidal pattern, causing maximum temperature variations at 900 m depth of more than 3 degrees C. Current speeds up to 45 cm s(-1) occur, and a residual current of 10 cm s(-1) is directed along the slope to the southwest. At the SE RT margin the temperature of the bottom water fluctuates more than I degrees C with a semi-diurnal tidal cyclicity. Amplitudes of average and peak current speeds here are comparable with those measured on the southwest margin, but the residual current in this area is directed to the northeast. Tidal currents and internal waves at both margins force the formation of intermediate and bottom nepheloid layers and bring fresh food particles with increased velocity to the mounds. The distribution of corals in both mound areas is considered directly related to the presence of enhanced turbidity. An increase in temperature can be directly related to an increase in the amount of particles in the water column. Current velocity increases when a transition occurs from cold to warm waters. High current velocities prevent local sedimentation but provide sufficient food particles to the corals, so that the corals thrive at the mound summits. (C) 2007 Elsevier Ltd. All rights reserved.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03323
CWC-3AA8D91257F1,Long term monitoring of cold-water coral growth shows response to episodic meteorological events in the NW Mediterranean,Leïla Chapron | Nadine Le Bris | Xavier Durrieu de Madron | Erwan Péru | Pierre E. Galand | Franck Lartaud,2020,Deep Sea Research Part I Oceanographic Research Papers,article,10.1016/j.dsr.2020.103255,https://doi.org/10.1016/j.dsr.2020.103255,"Abstract Lophelia pertusa and Madrepora oculata, two cosmopolitan coral species of the deep ocean, build reef-like structures that provide ecological niches and nurseries for many species. These cold-water corals (CWCs) are thought to grow slowly making associated communities vulnerable to disturbance. However, in situ growth dynamics remains poorly known. The aim of this study was thus to quantify the growth rates of L. pertusa and M. oculata and their variability in relation to environmental conditions that are expected to influence their physiological functions. Such data can be useful to ground-truth physiological rates and improve the prediction of their sensitivity to global change. As part of a long-term monitoring programme of the Lacaze-Duthiers canyon in the Northwestern Mediterranean Sea, fragments of the two species were repeatedly sampled and redeployed at 530 m depth, from November 2010 to May 2018. Budding rates and linear extensions of L. pertusa and M. oculata were hence quantified and their inter-annual variability documented. The data were analyzed in relation to in situ monitoring of water temperature, current speed and turbidity. This study presents the longest in situ survey of the growth patterns of L. pertusa and M. oculata. The observations revealed a strong inter-annual variability in growth rates, both for L. pertusa and M. oculata, and suggest an influence of hydrological conditions on the growth dynamics. Particularly, as regard to episodic water plumes events such as NW wind-induced dense water shelf cascades and E-SE storm-induced downwellings in autumn-winter. In this study, three types of responses were observed: (i) high budding rates but low colony linear extension for strong water plume events periods (ii) high budding rates and high linear extension associated to organic matter supply during medium intensity water plume events, and (iii) low budding rates, low linear extension and high mortality due to high sedimentation rates in the absence of water plume event. Lophelia pertusa appears to be more resilient to these hydrological changes. Disturbance of the regional circulation patterns, in addition to longer-term change in water mass properties such as warming, deoxygenation and acidification, are thus important parameters to consider for CWC reef stability. This is particularly important since increased storminess, and decreased cascading/downwelling intensities, are predicted to occur within the next century.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.sciencedirect.com/science/article/am/pii/S0967063720300431,OpenAlex | Semantic Scholar | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03344
CWC-65AE72CF2A22,Spatial response of hard- and mixed-bottom benthic epifauna to organic enrichment from salmon aquaculture in northern Norway,Katherine Dunlop | Astrid Harendza | Raymond J. Bannister | Nigel Keeley,2021,Aquaculture Environment Interactions,article,10.3354/aei00419,https://doi.org/10.3354/aei00419,"Norwegian Atlantic salmon aquaculture is continuing to expand in northern regions dominated by hard- and mixed-bottom substrates. Such habitats contain rich benthic epifaunal communities, including sponges and other sessile invertebrates susceptible to the impacts of particulate material released from finfish farms. Here, conventional soft-sediment sampling techniques are unable to discern the impacts of farm waste, and new monitoring methods and indicator taxa must be identified. This study improves understanding of the impacts of particulate waste released from salmon farms on the density and structure of benthic epifaunal communities on mixed- and hard-bottom substrates. The diversity, density, and composition of epifaunal communities and visually conspicuous benthic infauna were recorded in towed camera transects along the enrichment gradient (similar to 50-800 m) of 3 salmon farms in northern Norway. Elevated fluxes of particulate material in the vicinity of all farms significantly affected epifaunal community composition, as did the coverage of some key substrate types. The defecated mounds of lugworms and the seastar Asterias rubens were notably more abundant near the farms where fluxes were elevated. The sponges Polymastia spp. and Phakellia spp. and the soft coral Duva florida showed significant declines in density with increasing sedimentation and were principal taxa in communities at natural sedimentation levels. Results identify taxa with both positive and negative spatial associations to particulate waste released from finfish farms and the potential for the development of an epifauna indicator-based index for monitoring the environmental impacts of aquaculture in hard- and mixed-bottom dominated substrates.",NO,NOT_CONFIRMED,,OpenAlex | Web of Science,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03373
CWC-4EF1547612E7,"Suspended Particulate Loading on the Macrobenthos in a Highly Turbid Fjord: Knight Inlet, British Columbia",George E. Farrow | James P. M. Syvitski | Verena Tunnicliffe,1983,Canadian Journal of Fisheries and Aquatic Sciences,article,10.1139/f83-289,https://doi.org/10.1139/f83-289,"Knight Inlet is a deep, low-energy but well-oxygenated fjord. The effects of turbidity are principally those of seasonally very high vertical flux from the sediment-laden surface layer. Submersible observations of the benthos are related to suspended load and sedimentation rate data. The bayhead delta slope receives a continual rain of glacial silt (30 cm/yr) and has summer sedimentation rates of 4 kg∙m −2 ∙d −1 .The epifauna of the steep fjord walls shows a marked down-inlet increase in abundance, and the number of species increases from 9 to 45. Brachiopods (Laqueus californianus), solitary corals (Caryophyllia/Cyathoceros), and encrusting sponges are remarkably tolerant of high turbidity. The high sedimentation rates affect the epifauna in three ways: (1) subjection to the ubiquitous ""gentle rain"" of floes and agglomerates; (2) more locally, microturbidity flows set off by biological resuspension of unstable slope sediment; and (3) major slides of rock and/or sediment. Submarine soil-creep limits the slope infauna, by burrows requiring repeated reexcavation.Down-inlet decrease in sedimentation rate is accompanied by a change in feeding type. In the upper inlet, suspension feeders taking particles < 8 μm (e.g. sabellids, brachiopods) probably utilize bacteria associated with the high vertical flux of SPM. In the middle inlet, selective suspension feeders (e.g. crinoids, gorgonians) sort the SPM for larger particles. In the lower inlet, filter feeders (e.g. barnacles, glass sponges) increase, especially where currents are stronger. The soft-bottom detritus feeders also show a change: from epibenthic forms (e.g. pandalid shrimp, spider crabs) in the upper inlet, through burrowing shrimp in the middle inlet, to ophiuroids in the lower inlet. These changes are correlated with the greater amounts of organic carbon preserved in bottom sediments as they are less diluted by glacially derived inorganic material.The modern-day ""turbid association"" of brachiopods, solitary corals, and sponges recalls typical outer shelf-basinal shale facies of the Palaeozoic. Turbid, low-energy environments were thus colonized early but faunas have since become less diverse.Key words: fjord, benthos, sedimentation, submersible",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03443
CWC-2333337CDF81,Deep-sea coral Lophelia pertusa laboratory maintenance and exposure to barite using water recirculation systems,Vianna da Rocha Ian | Cardinot Reis Estefane | Reis da Silva Priscila | de Hollanda Cavalcanti Guarani | Coutinho Ricardo | Vieira Reynier Marcia,2021,Journal of Toxicology and Environmental Health Sciences,article,10.5897/jtehs2021.0486,https://doi.org/10.5897/jtehs2021.0486,"Drilling activities usually discharge large quantities of fluids and drill cuttings, which are composed of fine particles, such as barite, that can physically affect Lophelia pertusa. An experiment to assess the effects of barite smothering on L. pertusa was conducted with a water recirculation system. The corals were collected in Santos Basin, Brazil. The experiment was conducted in 23 L cone-shaped aquaria, adapted with an individual water recirculation system. Each exposure to suspended barite particles (50 and 100 mg•L-1) plus a control group was maintained in triplicate. Three nubbins were accommodated in the aquaria and acclimated for 7 days. The experimental design simulated two cycles of discharge, followed by a recovery cycle of 7 days each, totaling 35 days. Nine polyps per treatment were monitored twice per day regarding their behavior levels. Time-lapse photographs were also taken during the recovery periods. Total polyp survival in the control was 100%, while those in the 50 and 100 mg•L-1 groups were 94.2 and 93.6%, respectively, with no significant difference between treatments. Polyp activity was different between treatments, with both exposed aquaria displaying higher activity than control. This was probably related to the natural cleaning behavior of L. pertusa. Key words: Barite smothering, sedimentation, impacts of oil and gas industry, Santos Basin, Southeastern Brazil, South Atlantic.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://doi.org/10.5897/jtehs2021.0486,OpenAlex | Semantic Scholar,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03464
CWC-F432D2EEA239,Response to sedimentation stress of the gorgonian coral Primnoella chilensis from the Chilean fjord region,Leander Verse | Jürgen Laudien | Verena Häussermann,2019,Helmholtz-Zentrum für Polar-und Meeresforschung (Alfred-Wegener-Institut),dissertation,10.1594/pangaea.905477,https://doi.org/10.1594/pangaea.905477,"Sedimentation is one of the main disturbance factors influencing benthic communities and coastal reef organisms through a variety of mechanisms. In Chilean Patagonia, rising anthropogenic intrusions such as coastal road projects and aquaculture installations threaten the local biodiversity causing increased sedimentation with even more to be expected. Primnoella chilensis (Philippi, 1894) is an important habitat-forming gorgonian coral, abundant in this region, but significant abundance decreases were reported for the last decade. The present study aimed to describe physiological and behavioural stress responses of P. chilensis to increased sedimentation. Therefore, two laboratory experiments were conducted measuring colonies' responses in respiration for 18 hours as well as documenting polyp activity and mucus secretion for 15 days under sediment exposure. No significant differences in oxygen consumption were measured, presumably due to the low number of test organisms. Further, no mucus secretion or changes in colonies' overall activity were detected. However, an analysis on single polyp level revealed a significantly increased percentage of open polyps when exposed to high sedimentation. This increased activity may be explained by intensified filter-feeding behaviour and active sediment rejection. In addition, a spawning event was detected as a possible stress reaction. All in all, the results suggest that P. chilensis is able to tolerate the simulated sedimentation loads of 225 and 450 mm/y due to its morphology and compartmentalized behaviour. This goes along with previous findings on gorgonian corals. Nonetheless, anthropogenic disturbances may by far exceed and alter natural ones due to their extent and persistence causing unpredictable, dangerous conditions for the benthic community.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03472
